Date,Open,High,Low,Close,Adj Close,Volume
2010-08-01,2283.320068,2309.429932,2099.290039,2114.030029,2114.030029,41794240000
2010-09-01,2142.75,2400.060059,2141.949951,2368.620117,2368.620117,41586870000
2010-10-01,2386.820068,2517.5,2332.459961,2507.409912,2507.409912,41539760000
2010-11-01,2520.449951,2592.939941,2459.790039,2498.22998,2498.22998,40893560000
2010-12-01,2535.189941,2675.26001,2535.189941,2652.870117,2652.870117,36306890000
2011-01-01,2676.649902,2766.169922,2663.639893,2700.080078,2700.080078,40221760000
2011-02-01,2717.610107,2840.51001,2705.540039,2782.27002,2782.27002,39225340000
2011-03-01,2791.080078,2802.320068,2603.5,2781.070068,2781.070068,45049990000
2011-04-01,2796.669922,2876.830078,2706.5,2873.540039,2873.540039,38024600000
2011-05-01,2881.280029,2887.75,2739.850098,2835.300049,2835.300049,42067110000
2011-06-01,2829.389893,2834.050049,2599.860107,2773.52002,2773.52002,42570710000
2011-07-01,2775.080078,2878.939941,2724.98999,2756.379883,2756.379883,37282980000
2011-08-01,2791.449951,2796.23999,2331.649902,2579.459961,2579.459961,56977870000
2011-09-01,2583.340088,2643.370117,2414.310059,2415.399902,2415.399902,42996470000
2011-10-01,2401.189941,2753.370117,2298.889893,2684.409912,2684.409912,42787830000
2011-11-01,2607.310059,2730.389893,2441.47998,2620.340088,2620.340088,38397210000
2011-12-01,2615.669922,2674.530029,2518.01001,2605.149902,2605.149902,33177490000
2012-01-01,2657.389893,2834.300049,2627.22998,2813.840088,2813.840088,35325900000
2012-02-01,2830.100098,3000.110107,2825.189941,2966.889893,2966.889893,37728460000
2012-03-01,2979.110107,3134.169922,2900.280029,3091.570068,3091.570068,36686310000
2012-04-01,3085.939941,3128.25,2946.040039,3046.360107,3046.360107,33793990000
2012-05-01,3044.790039,3085.399902,2774.449951,2827.340088,2827.340088,40115930000
2012-06-01,2810.129883,2942.280029,2726.679932,2935.050049,2935.050049,37458650000
2012-07-01,2938.409912,2987.939941,2837.719971,2939.52002,2939.52002,34686680000
2012-08-01,2956.719971,3100.540039,2890.850098,3066.959961,3066.959961,35708950000
2012-09-01,3063.25,3196.929932,3040.23999,3116.22998,3116.22998,33719730000
2012-10-01,3130.310059,3171.459961,2961.159912,2977.22998,2977.22998,36367020000
2012-11-01,2987.540039,3033.850098,2810.800049,3010.23999,3010.23999,36894240000
2012-12-01,3029.209961,3061.820068,2951.040039,3019.51001,3019.51001,33522490000
2013-01-01,3091.330078,3164.060059,3076.600098,3142.129883,3142.129883,39027620000
2013-02-01,3162.939941,3213.600098,3105.360107,3160.189941,3160.189941,35765430000
2013-03-01,3143.540039,3270.300049,3129.399902,3267.52002,3267.52002,33749180000
2013-04-01,3268.629883,3328.790039,3154.959961,3328.790039,3328.790039,36904330000
2013-05-01,3325.350098,3532.040039,3296.5,3455.909912,3455.909912,39144080000
2013-06-01,3460.76001,3488.310059,3294.949951,3403.25,3403.25,37528250000
2013-07-01,3430.47998,3649.350098,3415.22998,3626.370117,3626.370117,35889520000
2013-08-01,3654.179932,3694.189941,3573.570068,3589.870117,3589.870117,32934650000
2013-09-01,3622.639893,3798.76001,3593.620117,3771.47998,3771.47998,34997740000
2013-10-01,3774.179932,3966.709961,3650.030029,3919.709961,3919.709961,43017190000
2013-11-01,3932.449951,4069.699951,3855.070068,4059.889893,4059.889893,35818470000
2013-12-01,4065.659912,4177.72998,3979.590088,4176.589844,4176.589844,37139280000
2014-01-01,4160.029785,4246.549805,4044.76001,4103.879883,4103.879883,45227610000
2014-02-01,4105.060059,4342.589844,3968.189941,4308.120117,4308.120117,39978180000
2014-03-01,4261.419922,4371.709961,4131.810059,4198.990234,4198.990234,46796180000
2014-04-01,4219.870117,4286.089844,3946.030029,4114.560059,4114.560059,44391220000
2014-05-01,4121.25,4252.080078,4021.050049,4242.620117,4242.620117,39290130000
2014-06-01,4247.959961,4417.459961,4207.609863,4408.180176,4408.180176,40249370000
2014-07-01,4424.709961,4485.930176,4351.040039,4369.77002,4369.77002,39536410000
2014-08-01,4363.390137,4580.27002,4321.890137,4580.27002,4580.27002,33417300000
2014-09-01,4592.419922,4610.569824,4464.439941,4493.390137,4493.390137,39631130000
2014-10-01,4486.649902,4641.509766,4116.600098,4630.740234,4630.740234,50136190000
2014-11-01,4633.709961,4810.859863,4594.919922,4791.629883,4791.629883,32967990000
2014-12-01,4777.72998,4814.950195,4547.310059,4736.049805,4736.049805,39587090000
2015-01-01,4760.240234,4777.009766,4563.109863,4635.240234,4635.240234,38719030000
2015-02-01,4650.600098,4989.25,4580.459961,4963.529785,4963.529785,35773090000
2015-03-01,4973.430176,5042.140137,4825.930176,4900.879883,4900.879883,41204240000
2015-04-01,4894.359863,5119.830078,4844.390137,4941.419922,4941.419922,37409760000
2015-05-01,4966.319824,5111.540039,4888.169922,5070.029785,5070.029785,35994540000
2015-06-01,5094.939941,5164.359863,4956.22998,4986.870117,4986.870117,41338820000
2015-07-01,5029.049805,5231.939941,4901.509766,5128.279785,5128.279785,40633420000
2015-08-01,5134.339844,5175.259766,4292.140137,4776.509766,4776.509766,43408300000
2015-09-01,4673.609863,4960.870117,4487.060059,4620.160156,4620.160156,41503920000
2015-10-01,4624.459961,5095.689941,4552.339844,5053.75,5053.75,42348240000
2015-11-01,5065.640137,5163.470215,4908.660156,5108.669922,5108.669922,36834860000
2015-12-01,5129.640137,5176.77002,4871.589844,5007.410156,5007.410156,40617940000
2016-01-01,4897.649902,4926.72998,4313.390137,4613.950195,4613.950195,44877130000
2016-02-01,4587.589844,4636.930176,4209.759766,4557.950195,4557.950195,43108650000
2016-03-01,4596.009766,4899.140137,4581.75,4869.850098,4869.850098,40738880000
2016-04-01,4842.549805,4969.319824,4740.839844,4775.359863,4775.359863,38014300000
2016-05-01,4786.549805,4951.450195,4678.379883,4948.049805,4948.049805,38803240000
2016-06-01,4928.970215,4980.140137,4574.25,4842.669922,4842.669922,44213900000
2016-07-01,4837.180176,5175.810059,4786.009766,5162.129883,5162.129883,36050040000
2016-08-01,5167.419922,5275.740234,5109.799805,5213.220215,5213.220215,38754780000
2016-09-01,5218.279785,5342.879883,5097.799805,5312,5312,40112010000
2016-10-01,5300.290039,5340.52002,5169.759766,5189.140137,5189.140137,34708450000
2016-11-01,5199.77002,5403.859863,5034.410156,5323.680176,5323.680176,41950260000
2016-12-01,5323.879883,5512.370117,5238.209961,5383.120117,5383.120117,38648510000
2017-01-01,5425.620117,5669.609863,5397.990234,5614.790039,5614.790039,36115440000
2017-02-01,5654.509766,5867.890137,5616.399902,5825.439941,5825.439941,36811150000
2017-03-01,5874.859863,5928.060059,5769.390137,5911.740234,5911.740234,44064880000
2017-04-01,5917.319824,6074.040039,5805.149902,6047.609863,6047.609863,33894020000
2017-05-01,6067.560059,6221.990234,5996.810059,6198.52002,6198.52002,42405030000
2017-06-01,6215.910156,6341.700195,6087.810059,6140.419922,6140.419922,50292320000
2017-07-01,6173.290039,6460.839844,6081.959961,6348.120117,6348.120117,36228200000
2017-08-01,6372.160156,6435.27002,6177.189941,6428.660156,6428.660156,41368170000
2017-09-01,6442.169922,6497.97998,6334.589844,6495.959961,6495.959961,38354650000
2017-10-01,6506.080078,6737.75,6484.140137,6727.669922,6727.669922,41620780000
2017-11-01,6758.640137,6914.189941,6667.310059,6873.970215,6873.970215,42080670000
2017-12-01,6844.040039,7003.890137,6734.129883,6903.390137,6903.390137,38755950000
2018-01-01,6937.649902,7505.77002,6924.080078,7411.47998,7411.47998,44694030000
2018-02-01,7377.169922,7441.089844,6630.669922,7273.009766,7273.009766,44063140000
2018-03-01,7274.75,7637.27002,6901.069824,7063.450195,7063.450195,48760550000
2018-04-01,7016.169922,7319.580078,6805.959961,7066.27002,7066.27002,43233040000
2018-05-01,7053.649902,7492.419922,6991.140137,7442.120117,7442.120117,45761130000
2018-06-01,7487.660156,7806.600098,7419.560059,7510.299805,7510.299805,48573740000
2018-07-01,7451.899902,7933.310059,7443.100098,7671.790039,7671.790039,38964090000
2018-08-01,7701.819824,8133.299805,7659.52002,8109.540039,8109.540039,46197780000
2018-09-01,8087.950195,8104.069824,7873.930176,8046.350098,8046.350098,44907360000
2018-10-01,8091.5,8107.379883,6922.830078,7305.899902,7305.899902,61889960000
2018-11-01,7327.819824,7572.930176,6830.759766,7330.540039,7330.540039,48901700000
2018-12-01,7486.129883,7486.509766,6190.169922,6635.279785,6635.279785,49224830000
2019-01-01,6506.910156,7303.120117,6457.129883,7281.740234,7281.740234,49542480000
2019-02-01,7256.370117,7602.689941,7225.140137,7532.529785,7532.529785,42628810000
2019-03-01,7587.450195,7850.109863,7332.919922,7729.319824,7729.319824,49622660000
2019-04-01,7800.240234,8176.080078,7777.089844,8095.390137,8095.390137,43553400000
2019-05-01,8132.930176,8164.709961,7448.22998,7453.149902,7453.149902,47822630000
2019-06-01,7441.209961,8088.879883,7292.220215,8006.240234,8006.240234,44821400000
2019-07-01,8145.850098,8339.639648,8059.290039,8175.419922,8175.419922,42846360000
2019-08-01,8190.560059,8311.040039,7662.899902,7962.879883,7962.879883,46323300000
2019-09-01,7906.439941,8243.799805,7847.319824,7999.339844,7999.339844,41720490000
2019-10-01,8026.830078,8335.55957,7700,8292.360352,8292.360352,44203530000
2019-11-01,8335.049805,8705.910156,8326.55957,8665.469727,8665.469727,41773310000
2019-12-01,8672.839844,9052,8435.400391,8972.599609,8972.599609,46214040000
2020-01-01,9039.459961,9451.429688,8943.5,9150.94043,9150.94043,52694760000
2020-02-01,9190.719727,9838.370117,8264.160156,8567.370117,8567.370117,53886320000
2020-03-01,8667.139648,9070.320313,6631.419922,7700.100098,7700.100098,97320230000
2020-04-01,7459.5,8957.269531,7288.109863,8889.549805,8889.549805,79171670000
2020-05-01,8681.290039,9523.639648,8537.830078,9489.870117,9489.870117,81175640000
2020-06-01,9471.419922,10221.84961,9403,10058.76953,10058.76953,1.12E+11
2020-07-01,10063.66992,10839.92969,10048.04004,10745.26953,10745.26953,95054280000
2020-08-01,10848.63965,11829.83984,10762.70996,11775.45996,11775.45996,78996130000
2020-09-01,11850.95996,12074.05957,10519.49023,11167.50977,11167.50977,82496920000
2020-10-01,11291.99023,11965.54004,10822.57031,10911.58984,10911.58984,78287400000
