Date,Open,High,Low,Close,Adj Close,Volume
2020-11-01,11010.4502,12244.65039,10830.9502,12198.74023,12198.74023,91282630000
2020-12-01,12313.36035,12973.33008,12214.74023,12888.28027,12888.28027,1.13E+11
2021-01-01,12958.51953,13728.98047,12543.24023,13070.69043,13070.69043,1.40E+11
2021-02-01,13226.17969,14175.12012,13003.98047,13192.34961,13192.34961,1.43E+11
2021-03-01,13406.16016,13620.70996,12397.04981,13246.87012,13246.87012,1.34E+11
2021-04-01,13414.32031,14211.57031,13404.17969,13962.67969,13962.67969,91591470000
2021-05-01,14031.76953,14042.12012,13002.54004,13748.74023,13748.74023,89415440000
2021-06-01,13829.05957,14535.96973,13548.92969,14503.9502,14503.9502,1.08E+11
2021-07-01,14493.69043,14863.65039,14178.66016,14672.67969,14672.67969,88708530000
2021-08-01,14758.59961,15288.08008,14423.16016,15259.24023,15259.24023,88083480000
2021-09-01,15308.98047,15403.44043,14444.29981,14448.58008,14448.58008,95275100000
2021-10-01,14494.92969,15504.12012,14181.69043,15498.38965,15498.38965,99492020000
2021-11-01,15541.25977,16212.23047,15451.38965,15537.69043,15537.69043,1.09E+11
2021-12-01,15752.26953,15901.46973,14860.04004,15644.96973,15644.96973,1.04E+11
2022-01-01,15732.5,15852.13965,13094.65039,14239.87988,14239.87988,1.00E+11
2022-02-01,14277.42969,14509.55957,12587.87988,13751.40039,13751.40039,89543300000
2022-03-01,13716.7002,14646.90039,12555.34961,14220.51953,14220.51953,1.31E+11
2022-04-01,14269.53027,14534.37988,12315.74023,12334.63965,12334.63965,96581010000
2022-05-01,12331.69043,12985.00977,11035.69043,12081.38965,12081.38965,1.11E+11
2022-06-01,12176.88965,12320.12012,10565.13965,11028.74023,11028.74023,1.14E+11
2022-07-01,11006.83008,12426.25977,10911.4502,12390.69043,12390.69043,94293720000
2022-08-01,12317.95996,13181.08984,11790.01953,11816.2002,11816.2002,1.10E+11
2022-09-01,11707.44043,12270.19043,10572.33008,10575.62012,10575.62012,98888530000
2022-10-01,10659.00977,11230.44043,10088.83008,10988.15039,10988.15039,98292380000
2022-11-01,11154.74023,11492.62012,10262.92969,11468,11468,1.02E+11
2022-12-01,11475.16992,11571.63965,10207.46973,10466.48047,10466.48047,1.00E+11
