Date,Open,High,Low,Close,Adj Close,Volume
2010-08-01,81.519997,83.559998,80.089996,83.199997,83.199997,0
2010-09-01,83.089996,83.220001,78.410004,78.720001,78.720001,0
2010-10-01,78.800003,78.830002,76.139999,77.269997,77.269997,0
2010-11-01,76.949997,81.440002,75.629997,81.199997,81.199997,0
2010-12-01,81.260002,81.360001,78.779999,79.029999,79.029999,0
2011-01-01,79.059998,81.309998,77.540001,77.739998,77.739998,0
2011-02-01,77.610001,78.870003,76.760002,76.889999,76.889999,0
2011-03-01,76.860001,77.379997,75.25,75.860001,75.860001,0
2011-04-01,76.050003,76.610001,72.830002,72.93,72.93,0
2011-05-01,73.059998,76.370003,72.699997,74.639999,74.639999,0
2011-06-01,74.440002,76.019997,73.510002,74.300003,74.300003,0
2011-07-01,74.440002,76.720001,73.419998,73.900002,73.900002,0
2011-08-01,73.919998,75.419998,73.449997,74.129997,74.129997,0
2011-09-01,74.480003,78.860001,74.139999,78.550003,78.550003,0
2011-10-01,78.93,79.830002,74.720001,76.169998,76.169998,0
2011-11-01,76.550003,79.699997,74.980003,78.389999,78.389999,0
2011-12-01,78.370003,80.849998,77.919998,80.169998,80.169998,0
2012-01-01,80.230003,81.779999,78.739998,79.279999,79.279999,0
2012-02-01,79.309998,80.110001,78.089996,78.730003,78.730003,0
2012-03-01,78.769997,80.730003,78.089996,78.93,78.93,0
2012-04-01,78.809998,80.169998,78.629997,78.790001,78.790001,0
2012-05-01,78.779999,83.209999,78.599998,83.040001,83.040001,0
2012-06-01,83.07,83.540001,81.160004,81.650002,81.650002,0
2012-07-01,81.639999,84.099998,81.510002,82.639999,82.639999,0
2012-08-01,82.709999,83.510002,80.959999,81.25,81.25,0
2012-09-01,81.239998,81.669998,78.599998,79.940002,79.940002,0
2012-10-01,80,80.279999,78.940002,79.919998,79.919998,0
2012-11-01,79.940002,81.459999,79.669998,80.150002,80.150002,0
2012-12-01,80.18,80.660004,79.010002,79.769997,79.769997,0
2013-01-01,79.75,80.870003,79.129997,79.209999,79.209999,0
2013-02-01,79.099998,81.989998,78.919998,81.980003,81.980003,0
2013-03-01,81.919998,83.300003,81.470001,82.989998,82.989998,0
2013-04-01,83.040001,83.489998,81.599998,81.730003,81.730003,0
2013-05-01,81.709999,84.5,81.330002,83.379997,83.379997,0
