Date,Open,High,Low,Close,Adj Close,Volume
2013-06-01,83.309998,83.379997,80.5,83.169998,83.169998,0
2013-07-01,83.199997,84.75,81.410004,81.449997,81.449997,0
2013-08-01,81.410004,82.489998,80.75,82.089996,82.089996,0
2013-09-01,82.019997,82.669998,80.029999,80.220001,80.220001,0
2013-10-01,80.269997,80.75,79,80.199997,80.199997,0
2013-11-01,80.230003,81.480003,80.230003,80.68,80.68,0
2013-12-01,80.660004,80.989998,79.690002,80.040001,80.040001,0
2014-01-01,80.139999,81.389999,80.080002,81.269997,81.269997,0
2014-02-01,81.25,81.32,79.690002,79.779999,79.779999,0
2014-03-01,79.900002,80.349998,79.269997,80.099998,80.099998,0
2014-04-01,80.099998,80.599998,79.330002,79.489998,79.489998,0
2014-05-01,79.510002,80.580002,78.910004,80.370003,80.370003,0
2014-06-01,80.400002,81.019997,79.760002,79.779999,79.779999,0
2014-07-01,79.790001,81.57,79.739998,81.459999,81.459999,0
2014-08-01,81.449997,82.75,81.190002,82.75,82.75,0
2014-09-01,82.760002,86.220001,82.75,85.940002,85.940002,0
2014-10-01,85.910004,87.129997,84.470001,86.879997,86.879997,0
2014-11-01,87.080002,88.440002,86.879997,88.360001,88.360001,0
2014-12-01,88.230003,90.330002,87.629997,90.269997,90.269997,0
2015-01-01,90.360001,95.480003,90.330002,94.800003,94.800003,23290000
2015-02-01,94.839996,95.360001,93.25,95.25,95.25,0
2015-03-01,95.260002,100.389999,95.059998,98.360001,98.360001,0
2015-04-01,98.419998,99.989998,94.400002,94.599998,94.599998,0
2015-05-01,94.830002,97.779999,93.129997,96.910004,96.910004,0
2015-06-01,96.889999,97.68,93.559998,95.489998,95.489998,0
2015-07-01,95.599998,98.150002,95.449997,97.370003,97.370003,0
2015-08-01,97.220001,98.330002,92.620003,95.949997,95.949997,0
2015-09-01,95.93,96.699997,94.059998,96.349998,96.349998,0
2015-10-01,96.269997,97.82,93.809998,96.949997,96.949997,0
2015-11-01,96.919998,100.309998,96.639999,100.169998,100.169998,0
2015-12-01,100.25,100.510002,97.190002,98.629997,98.629997,0
2016-01-01,98.690002,99.830002,98.050003,99.610001,99.610001,0
2016-02-01,99.540001,99.629997,95.239998,98.209999,98.209999,0
2016-03-01,98.18,98.580002,94.32,94.589996,94.589996,0
2016-04-01,94.639999,95.199997,93.010002,93.080002,93.080002,0
2016-05-01,93.019997,95.889999,91.919998,95.889999,95.889999,0
2016-06-01,95.82,96.709999,93.019997,96.139999,96.139999,0
2016-07-01,95.889999,97.57,95.339996,95.529999,95.529999,0
2016-08-01,95.510002,96.519997,94.080002,96.019997,96.019997,0
2016-09-01,95.989998,96.330002,94.470001,95.459999,95.459999,0
2016-10-01,95.419998,99.120003,95.419998,98.449997,98.449997,0
2016-11-01,98.389999,101.919998,95.889999,101.5,101.5,0
2016-12-01,101.510002,103.650002,99.43,102.389999,102.389999,0
2017-01-01,102.379997,103.82,99.43,99.510002,99.510002,0
2017-02-01,99.559998,101.760002,99.230003,101.120003,101.120003,0
2017-03-01,101.440002,102.260002,98.860001,100.349998,100.349998,0
2017-04-01,100.5,101.339996,98.699997,99.050003,99.050003,0
2017-05-01,98.93,99.889999,96.800003,96.919998,96.919998,0
2017-06-01,96.989998,97.870003,95.470001,95.660004,95.660004,0
2017-07-01,95.620003,96.510002,92.779999,92.860001,92.860001,0
2017-08-01,92.889999,94.150002,91.620003,92.669998,92.669998,0
2017-09-01,92.610001,93.669998,91.010002,93.080002,93.080002,0
2017-10-01,93.290001,95.150002,92.75,94.550003,94.550003,0
2017-11-01,94.550003,95.150002,92.5,93.010002,93.010002,0
2017-12-01,93.029999,94.220001,92.080002,92.120003,92.120003,0
2018-01-01,92.239998,92.639999,88.440002,89.129997,89.129997,0
2018-02-01,89.040001,90.699997,88.25,90.610001,90.610001,0
2018-03-01,90.669998,90.93,88.940002,89.970001,89.970001,0
2018-04-01,89.970001,91.989998,89.230003,91.839996,91.839996,0
2018-05-01,91.809998,95.029999,91.800003,93.989998,93.989998,0
2018-06-01,93.949997,95.529999,93.190002,94.629997,94.629997,0
2018-07-01,94.629997,95.650002,93.709999,94.489998,94.489998,0
2018-08-01,94.559998,96.980003,94.43,95.139999,95.139999,0
2018-09-01,95.190002,95.739998,93.809998,95.190002,95.190002,0
2018-10-01,95.110001,97.199997,94.790001,97.129997,97.129997,0
2018-11-01,97.080002,97.690002,95.68,97.269997,97.269997,0
2018-12-01,97.129997,97.709999,96.07,96.169998,96.169998,0
2019-01-01,96.139999,96.959999,95.029999,95.580002,95.580002,0
2019-02-01,95.550003,97.370003,95.400002,96.160004,96.160004,0
2019-03-01,96.220001,97.709999,95.739998,97.279999,97.279999,0
2019-04-01,97.18,98.330002,96.75,97.480003,97.480003,0
2019-05-01,97.529999,98.370003,97.029999,97.75,97.75,0
2019-06-01,97.639999,97.800003,95.839996,96.129997,96.129997,0
2019-07-01,96.25,98.68,96.25,98.519997,98.519997,0
2019-08-01,98.589996,99.019997,97.209999,98.919998,98.919998,0
2019-09-01,98.830002,99.459999,97.860001,99.379997,99.379997,0
2019-10-01,99.400002,99.669998,97.139999,97.349998,97.349998,0
2019-11-01,97.300003,98.540001,97.110001,98.269997,98.269997,0
2019-12-01,98.269997,98.379997,96.360001,96.389999,96.389999,0
2020-01-01,96.480003,98.190002,96.43,97.389999,97.389999,0
2020-02-01,97.370003,99.910004,97.370003,98.129997,98.129997,0
2020-03-01,98.080002,102.989998,94.650002,99.050003,99.050003,0
2020-04-01,99.010002,100.93,98.809998,99.019997,99.019997,0
2020-05-01,99.129997,100.559998,97.949997,98.339996,98.339996,0
2020-06-01,98.300003,98.32,95.720001,97.389999,97.389999,0
2020-07-01,97.389999,97.620003,92.550003,93.489998,93.489998,0
2020-08-01,93.459999,93.989998,91.989998,92.139999,92.139999,0
2020-09-01,92.18,94.739998,91.75,93.889999,93.889999,0
2020-10-01,93.800003,94.099998,92.470001,94.040001,94.040001,0
2020-11-01,93.889999,94.300003,91.510002,91.870003,91.870003,0
2020-12-01,91.949997,91.949997,89.519997,89.940002,89.940002,0
2021-01-01,89.93,90.879997,89.209999,90.580002,90.580002,0
2021-02-01,90.529999,91.599998,89.68,90.93,90.93,0
2021-03-01,90.93,93.440002,90.629997,93.230003,93.230003,0
2021-04-01,93.220001,93.339996,90.419998,91.279999,91.279999,0
2021-05-01,91.300003,91.440002,89.540001,89.839996,89.839996,0
2021-06-01,89.809998,92.449997,89.660004,92.440002,92.440002,0
2021-07-01,92.349998,93.190002,91.779999,92.169998,92.169998,0
2021-08-01,92.089996,93.730003,91.82,92.629997,92.629997,0
2021-09-01,92.660004,94.5,91.949997,94.25,94.25,0
2021-10-01,94.309998,94.559998,93.279999,94.120003,94.120003,0
2021-11-01,94.129997,96.940002,93.82,95.989998,95.989998,0
2021-12-01,95.940002,96.910004,95.57,95.669998,95.669998,0
2022-01-01,95.669998,97.440002,94.629997,96.540001,96.540001,0
2022-02-01,96.699997,97.739998,95.139999,96.709999,96.709999,0
2022-03-01,96.769997,99.419998,96.629997,98.309998,98.309998,0
2022-04-01,98.339996,103.93,98.309998,102.959999,102.959999,0
2022-05-01,103.209999,105.010002,101.300003,101.75,101.75,0
2022-06-01,101.760002,105.790001,101.639999,104.690002,104.690002,0
2022-07-01,104.779999,109.290001,104.739998,105.900002,105.900002,0
2022-08-01,105.830002,109.480003,104.639999,108.699997,108.699997,0
2022-09-01,108.839996,114.779999,107.68,112.120003,112.120003,0
2022-10-01,112.169998,113.940002,109.540001,111.529999,111.529999,0
2022-11-01,111.519997,113.150002,105.32,105.949997,105.949997,0
2022-12-01,105.699997,105.900002,103.389999,103.519997,103.519997,0
